308021002	178258002
308021002	230849006
308021002	303657008
308021002	282261004
308021002	38463008
308021002	118146008
308021002	413578006
308021002	63776008
308021002	19506004
308021002	15807005
308021002	179051005
308021002	104661008
308021002	117952007
308021002	46873006
308021002	44242000
308021002	405513002
308021002	252955002
308021002	179746005
308021002	5191001
308021002	304562007
308021002	6585004
308021002	288133009
308021002	31421002
308021002	408381007
308021002	27261002
308021002	178656009
308021002	182741007
308021002	271222000
308021002	232550007
308021002	176204003
308021002	87529006
308021002	19003000
308021002	58145007
308021002	11732005
308021002	252195001
308021002	240278000
308021002	35613008
308021002	392428005
308021002	77591008
308021002	104653003
308021002	313470003
308021002	33327009
308021002	371905006
308021002	17706009
308021002	287267006
308021002	243411004
308021002	32765007
308021002	177092009
308021002	15269003
308021002	13317008
308021002	26931008
308021002	169331000
308021002	175914008
308021002	397585002
308021002	89540006
308021002	121919006
308021002	313120005
308021002	304992005
308021002	36936009
308021002	231599008
308021002	42563001
308021002	122027002
308021002	410633003
308021002	406845008
308021002	265160007
308021002	269867003
308021002	231318003
308021002	397218006
308021002	310411006
308021002	128424005
308021002	28537006
308021002	412794007
308021002	59900003
308021002	306354000
308021002	83928008
308021002	91345001
308021002	104018009
308021002	305422004
308021002	243195000
308021002	23421001
308021002	171348006
308021002	259693005
308021002	407611006
308021002	8238001
308021002	173746001
308021002	239279000
308021002	401098006
308021002	225081009
308021002	33621000
308021002	112850008
308021002	239377001
308021002	178449006
308021002	88163002
308021002	19590000
308021002	306317009
308021002	241703000
308021002	233362002
308021002	56510001
308021002	243791004
308021002	26309009
308021002	373361000
308021002	306419006
308021002	391296003
308021002	315618009
308021002	25260000
308021002	86599005
308021002	36037002
308021002	40035001
308021002	394830001
308021002	83874006
308021002	406848005
308021002	183861004
308021002	412618003
308021002	401023007
308021002	173366007
308021002	40742006
308021002	171939007
308021002	18723003
308021002	169624005
308021002	17103008
308021002	89732002
308021002	305233003
308021002	63165001
308021002	178265005
308021002	183891009
308021002	287216008
308021002	169304003
308021002	28658009
308021002	33477008
308021002	359932000
308021002	26697006
308021002	105141006
308021002	391353006
308021002	306265007
308021002	122298005
308021002	306243007
308021002	252282000
308021002	104899004
308021002	13519007
308021002	47758006
308021002	231054007
308021002	33230000
308021002	252350000
308021002	13743007
308021002	84663005
308021002	384599005
308021002	370786008
308021002	287870001
308021002	4461006
308021002	52605009
308021002	179609002
308021002	64477009
308021002	172903003
308021002	88160004
308021002	306577001
308021002	171487007
308021002	390846000
308021002	361186009
308021002	83686007
308021002	57258001
308021002	80644000
308021002	71960002
308021002	51901001
214132001	178258002
214132001	230849006
214132001	303657008
214132001	282261004
214132001	38463008
214132001	118146008
214132001	413578006
214132001	63776008
214132001	19506004
214132001	15807005
214132001	179051005
214132001	104661008
214132001	117952007
214132001	46873006
214132001	44242000
214132001	405513002
214132001	252955002
214132001	179746005
214132001	5191001
214132001	304562007
214132001	6585004
214132001	288133009
214132001	31421002
214132001	408381007
214132001	27261002
214132001	178656009
214132001	182741007
214132001	271222000
214132001	232550007
214132001	176204003
214132001	87529006
214132001	19003000
214132001	58145007
214132001	11732005
214132001	252195001
214132001	240278000
214132001	35613008
214132001	392428005
214132001	77591008
214132001	104653003
214132001	313470003
214132001	33327009
214132001	371905006
214132001	17706009
214132001	287267006
214132001	243411004
214132001	32765007
214132001	177092009
214132001	15269003
214132001	13317008
214132001	26931008
214132001	169331000
214132001	175914008
214132001	397585002
214132001	89540006
214132001	121919006
214132001	313120005
214132001	304992005
214132001	36936009
214132001	231599008
214132001	42563001
214132001	122027002
214132001	410633003
214132001	406845008
214132001	265160007
214132001	269867003
214132001	231318003
214132001	397218006
214132001	310411006
214132001	128424005
214132001	28537006
214132001	412794007
214132001	59900003
214132001	306354000
214132001	83928008
214132001	91345001
214132001	104018009
214132001	305422004
214132001	243195000
214132001	23421001
214132001	171348006
214132001	259693005
214132001	407611006
214132001	8238001
214132001	173746001
214132001	239279000
214132001	401098006
214132001	225081009
214132001	33621000
214132001	112850008
214132001	239377001
214132001	178449006
214132001	88163002
214132001	19590000
214132001	306317009
214132001	241703000
214132001	233362002
214132001	56510001
214132001	243791004
214132001	26309009
214132001	373361000
214132001	306419006
214132001	391296003
214132001	315618009
214132001	25260000
214132001	86599005
214132001	36037002
214132001	40035001
214132001	394830001
214132001	83874006
214132001	406848005
214132001	183861004
214132001	412618003
214132001	401023007
214132001	173366007
214132001	40742006
214132001	171939007
214132001	18723003
214132001	169624005
214132001	17103008
214132001	89732002
214132001	305233003
214132001	63165001
214132001	178265005
214132001	183891009
214132001	287216008
214132001	169304003
214132001	28658009
214132001	33477008
214132001	359932000
214132001	26697006
214132001	105141006
214132001	391353006
214132001	306265007
214132001	122298005
214132001	306243007
214132001	252282000
214132001	104899004
214132001	13519007
214132001	47758006
214132001	231054007
214132001	33230000
214132001	252350000
214132001	13743007
214132001	84663005
214132001	384599005
